Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
3/31/22,CN,China,WPRO,4995,904798,135,13197
4/1/22,CN,China,WPRO,4925,909723,119,13316
4/2/22,CN,China,WPRO,5108,914831,120,13436
4/3/22,CN,China,WPRO,4195,919026,116,13552
4/4/22,CN,China,WPRO,3517,922543,111,13663
4/5/22,CN,China,WPRO,3097,925640,90,13753
4/6/22,CN,China,WPRO,3354,928994,87,13840
4/7/22,CN,China,WPRO,3171,932165,111,13951
4/8/22,CN,China,WPRO,3475,935640,97,14048
4/9/22,CN,China,WPRO,3079,938719,86,14134
4/10/22,CN,China,WPRO,2826,941545,63,14197
4/11/22,CN,China,WPRO,2646,944191,65,14262
4/12/22,CN,China,WPRO,2600,946791,57,14319
4/13/22,CN,China,WPRO,2868,949659,59,14378
4/14/22,CN,China,WPRO,4687,954346,62,14440
4/15/22,CN,China,WPRO,5046,959392,54,14494
4/16/22,CN,China,WPRO,5650,965042,67,14561
4/17/22,CN,China,WPRO,5326,970368,41,14602
4/18/22,CN,China,WPRO,4490,974858,32,14634
4/19/22,CN,China,WPRO,5108,979966,27,14661
4/20/22,CN,China,WPRO,4803,984769,26,14687
4/21/22,CN,China,WPRO,5651,990420,18,14705
4/22/22,CN,China,WPRO,5508,995928,37,14742
4/23/22,CN,China,WPRO,7129,1003057,27,14769
4/24/22,CN,China,WPRO,6034,1009091,48,14817
4/25/22,CN,China,WPRO,8070,1017161,64,14881
4/26/22,CN,China,WPRO,7383,1024544,70,14951
4/27/22,CN,China,WPRO,8361,1032905,55,15006
4/28/22,CN,China,WPRO,10639,1043544,57,15063
4/29/22,CN,China,WPRO,17382,1060926,59,15122
4/30/22,CN,China,WPRO,13927,1074853,60,15182
5/1/22,CN,China,WPRO,16227,1091080,51,15233
5/2/22,CN,China,WPRO,18064,1109144,40,15273
5/3/22,CN,China,WPRO,18357,1127501,28,15301
5/4/22,CN,China,WPRO,23622,1151123,28,15329
5/5/22,CN,China,WPRO,28850,1179973,21,15350
5/6/22,CN,China,WPRO,30628,1210601,22,15372
5/7/22,CN,China,WPRO,36540,1247141,34,15406
5/8/22,CN,China,WPRO,44907,1292048,19,15425
5/9/22,CN,China,WPRO,44817,1336865,25,15450
5/10/22,CN,China,WPRO,40772,1377637,19,15469
5/11/22,CN,China,WPRO,51206,1428843,24,15493
5/12/22,CN,China,WPRO,57553,1486396,16,15509
5/13/22,CN,China,WPRO,65881,1552277,20,15529
5/14/22,CN,China,WPRO,65326,1617603,45,15574
5/15/22,CN,China,WPRO,64346,1681949,44,15618
5/16/22,CN,China,WPRO,68993,1750942,24,15642
5/17/22,CN,China,WPRO,62011,1812953,30,15672
5/18/22,CN,China,WPRO,65965,1878918,41,15713
5/19/22,CN,China,WPRO,84737,1963655,46,15759
5/20/22,CN,China,WPRO,90656,2054311,60,15819
5/21/22,CN,China,WPRO,86063,2140374,54,15873
5/22/22,CN,China,WPRO,84865,2225239,62,15935
5/23/22,CN,China,WPRO,79754,2304993,54,15989
5/24/22,CN,China,WPRO,66477,2371470,41,16030
5/25/22,CN,China,WPRO,82613,2454083,42,16072
5/26/22,CN,China,WPRO,89607,2543690,79,16151
5/27/22,CN,China,WPRO,82120,2625810,107,16258
5/28/22,CN,China,WPRO,94753,2720563,127,16385
5/29/22,CN,China,WPRO,81043,2801606,128,16513
5/30/22,CN,China,WPRO,76727,2878333,145,16658
5/31/22,CN,China,WPRO,60201,2938534,111,16769
6/1/22,CN,China,WPRO,80809,3019343,90,16859
6/2/22,CN,China,WPRO,88425,3107768,123,16982
6/3/22,CN,China,WPRO,77134,3184902,145,17127
6/4/22,CN,China,WPRO,76786,3261688,144,17271
6/5/22,CN,China,WPRO,68350,3330038,152,17423
6/6/22,CN,China,WPRO,62264,3392302,128,17551
6/7/22,CN,China,WPRO,53254,3445556,151,17702
6/8/22,CN,China,WPRO,83172,3528728,127,17829
6/9/22,CN,China,WPRO,80429,3609157,159,17988
6/10/22,CN,China,WPRO,73344,3682501,212,18200
6/11/22,CN,China,WPRO,68663,3751164,213,18413
6/12/22,CN,China,WPRO,80020,3831184,211,18624
6/13/22,CN,China,WPRO,51100,3882284,163,18787
6/14/22,CN,China,WPRO,45459,3927743,109,18896
6/15/22,CN,China,WPRO,66651,3994394,124,19020
6/16/22,CN,China,WPRO,69470,4063864,144,19164
6/17/22,CN,China,WPRO,63761,4127625,168,19332
6/18/22,CN,China,WPRO,55742,4183367,154,19486
6/19/22,CN,China,WPRO,54218,4237585,182,19668
6/20/22,CN,China,WPRO,51168,4288753,174,19842
6/21/22,CN,China,WPRO,36182,4324935,145,19987
6/22/22,CN,China,WPRO,56939,4381874,115,20102
6/23/22,CN,China,WPRO,52951,4434825,172,20274
6/24/22,CN,China,WPRO,49053,4483878,167,20441
6/25/22,CN,China,WPRO,46513,4530391,152,20593
6/26/22,CN,China,WPRO,41120,4571511,151,20744
6/27/22,CN,China,WPRO,40425,4611936,134,20878
6/28/22,CN,China,WPRO,29337,4641273,91,20969
6/29/22,CN,China,WPRO,45012,4686285,104,21073
6/30/22,CN,China,WPRO,43135,4729420,85,21158
7/1/22,CN,China,WPRO,39947,4769367,120,21278
7/2/22,CN,China,WPRO,36825,4806192,122,21400
7/3/22,CN,China,WPRO,35765,4841957,99,21499
7/4/22,CN,China,WPRO,33327,4875284,90,21589
7/5/22,CN,China,WPRO,23676,4898960,69,21658
7/6/22,CN,China,WPRO,37114,4936074,103,21761
7/7/22,CN,China,WPRO,35862,4971936,96,21857
7/8/22,CN,China,WPRO,32694,5004630,106,21963
7/9/22,CN,China,WPRO,31728,5036358,134,22097
7/10/22,CN,China,WPRO,29514,5065872,94,22191
7/11/22,CN,China,WPRO,29355,5095227,73,22264
7/12/22,CN,China,WPRO,20500,5115727,103,22367
7/13/22,CN,China,WPRO,32669,5148396,62,22429
7/14/22,CN,China,WPRO,31582,5179978,52,22481
7/15/22,CN,China,WPRO,29359,5209337,94,22575
7/16/22,CN,China,WPRO,27035,5236372,119,22694
7/17/22,CN,China,WPRO,27055,5263427,73,22767
7/18/22,CN,China,WPRO,25967,5289394,77,22844
7/19/22,CN,China,WPRO,19637,5309031,51,22895
7/20/22,CN,China,WPRO,28719,5337750,41,22936
7/21/22,CN,China,WPRO,29052,5366802,58,22994
7/22/22,CN,China,WPRO,27138,5393940,78,23072
7/23/22,CN,China,WPRO,25909,5419849,92,23164
7/24/22,CN,China,WPRO,24268,5444117,60,23224
7/25/22,CN,China,WPRO,23618,5467735,73,23297
7/26/22,CN,China,WPRO,18896,5486631,56,23353
7/27/22,CN,China,WPRO,27038,5513669,43,23396
7/28/22,CN,China,WPRO,27755,5541424,38,23434
7/29/22,CN,China,WPRO,26089,5567513,67,23501
7/30/22,CN,China,WPRO,25285,5592798,62,23563
7/31/22,CN,China,WPRO,23322,5616120,64,23627
8/1/22,CN,China,WPRO,22895,5639015,35,23662
8/2/22,CN,China,WPRO,18367,5657382,42,23704
8/3/22,CN,China,WPRO,25279,5682661,42,23746
8/4/22,CN,China,WPRO,25929,5708590,36,23782
8/5/22,CN,China,WPRO,25115,5733705,59,23841
8/6/22,CN,China,WPRO,23802,5757507,58,23899
8/7/22,CN,China,WPRO,21953,5779460,0,23899
8/8/22,CN,China,WPRO,24043,5803503,102,24001
8/9/22,CN,China,WPRO,17411,5820914,33,24034
8/10/22,CN,China,WPRO,25747,5846661,21,24055
8/11/22,CN,China,WPRO,26401,5873062,29,24084
8/12/22,CN,China,WPRO,25082,5898144,45,24129
8/13/22,CN,China,WPRO,24111,5922255,35,24164
8/14/22,CN,China,WPRO,23901,5946156,43,24207
8/15/22,CN,China,WPRO,23581,5969737,25,24232
8/16/22,CN,China,WPRO,18103,5987840,26,24258
8/17/22,CN,China,WPRO,25733,6013573,27,24285
8/18/22,CN,China,WPRO,27870,6041443,37,24322
8/19/22,CN,China,WPRO,26424,6067867,39,24361
8/20/22,CN,China,WPRO,25756,6093623,40,24401
8/21/22,CN,China,WPRO,24957,6118580,41,24442
8/22/22,CN,China,WPRO,25251,6143831,29,24471
8/23/22,CN,China,WPRO,19693,6163524,28,24499
8/24/22,CN,China,WPRO,29168,6192692,26,24525
8/25/22,CN,China,WPRO,32027,6224719,32,24557
8/26/22,CN,China,WPRO,30805,6255524,46,24603
8/27/22,CN,China,WPRO,29364,6284888,52,24655
8/28/22,CN,China,WPRO,28156,6313044,44,24699
8/29/22,CN,China,WPRO,30209,6343253,41,24740
8/30/22,CN,China,WPRO,23517,6366770,26,24766
8/31/22,CN,China,WPRO,34704,6401474,40,24806
9/1/22,CN,China,WPRO,38197,6439671,30,24836
9/2/22,CN,China,WPRO,37797,6477468,47,24883
9/3/22,CN,China,WPRO,37264,6514732,44,24927
9/4/22,CN,China,WPRO,36356,6551088,49,24976
9/5/22,CN,China,WPRO,37783,6588871,43,25019
9/6/22,CN,China,WPRO,27188,6616059,39,25058
9/7/22,CN,China,WPRO,39627,6655686,30,25088
9/8/22,CN,China,WPRO,44567,6700253,42,25130
9/9/22,CN,China,WPRO,38417,6738670,41,25171
9/10/22,CN,China,WPRO,37255,6775925,66,25237
9/11/22,CN,China,WPRO,38451,6814376,38,25275
9/12/22,CN,China,WPRO,34676,6849052,40,25315
9/13/22,CN,China,WPRO,27790,6876842,39,25354
9/14/22,CN,China,WPRO,49311,6926153,27,25381
9/15/22,CN,China,WPRO,52089,6978242,47,25428
9/16/22,CN,China,WPRO,48102,7026344,63,25491
9/17/22,CN,China,WPRO,44057,7070401,62,25553
9/18/22,CN,China,WPRO,41668,7112069,82,25635
9/19/22,CN,China,WPRO,41563,7153632,36,25671
9/20/22,CN,China,WPRO,30166,7183798,41,25712
9/21/22,CN,China,WPRO,46312,7230110,32,25744
9/22/22,CN,China,WPRO,48725,7278835,48,25792
9/23/22,CN,China,WPRO,44260,7323095,76,25868
9/24/22,CN,China,WPRO,41620,7364715,206,26074
9/25/22,CN,China,WPRO,39830,7404545,58,26132
9/26/22,CN,China,WPRO,40424,7444969,44,26176
9/27/22,CN,China,WPRO,30124,7475093,68,26244
9/28/22,CN,China,WPRO,47084,7522177,34,26278
9/29/22,CN,China,WPRO,50009,7572186,52,26330
9/30/22,CN,China,WPRO,46290,7618476,58,26388
10/1/22,CN,China,WPRO,44858,7663334,58,26446
10/2/22,CN,China,WPRO,44303,7707637,54,26500
10/3/22,CN,China,WPRO,44594,7752231,68,26568
10/4/22,CN,China,WPRO,34860,7787091,41,26609
10/5/22,CN,China,WPRO,50924,7838015,39,26648
10/6/22,CN,China,WPRO,56487,7894502,58,26706
10/7/22,CN,China,WPRO,48152,7942654,63,26769
10/8/22,CN,China,WPRO,52624,7995278,54,26823
10/9/22,CN,China,WPRO,46189,8041467,89,26912
10/10/22,CN,China,WPRO,46450,8087917,65,26977
10/11/22,CN,China,WPRO,34107,8122024,67,27044
10/12/22,CN,China,WPRO,43157,8165181,45,27089
10/13/22,CN,China,WPRO,54449,8219630,46,27135
10/14/22,CN,China,WPRO,55362,8274992,37,27172
10/15/22,CN,China,WPRO,50142,8325134,87,27259
10/16/22,CN,China,WPRO,45243,8370377,84,27343
10/17/22,CN,China,WPRO,43568,8413945,70,27413
10/18/22,CN,China,WPRO,30778,8444723,58,27471
10/19/22,CN,China,WPRO,46590,8491313,40,27511
10/20/22,CN,China,WPRO,46430,8537743,54,27565
10/21/22,CN,China,WPRO,41248,8578991,101,27666
10/22/22,CN,China,WPRO,38969,8617960,87,27753
10/23/22,CN,China,WPRO,37765,8655725,59,27812
10/24/22,CN,China,WPRO,37248,8692973,69,27881
10/25/22,CN,China,WPRO,28281,8721254,69,27950
10/26/22,CN,China,WPRO,41072,8762326,52,28002
10/27/22,CN,China,WPRO,42374,8804700,59,28061
10/28/22,CN,China,WPRO,37795,8842495,92,28153
10/29/22,CN,China,WPRO,36790,8879285,64,28217
10/30/22,CN,China,WPRO,34434,8913719,84,28301
10/31/22,CN,China,WPRO,33756,8947475,88,28389
11/1/22,CN,China,WPRO,24720,8972195,71,28460
11/2/22,CN,China,WPRO,36175,9008370,58,28518
11/3/22,CN,China,WPRO,32158,9040528,61,28579
11/4/22,CN,China,WPRO,35371,9075899,91,28670
11/5/22,CN,China,WPRO,29153,9105052,85,28755
11/6/22,CN,China,WPRO,27769,9132821,85,28840
11/7/22,CN,China,WPRO,26285,9159106,60,28900
11/8/22,CN,China,WPRO,19022,9178128,39,28939
11/9/22,CN,China,WPRO,27606,9205734,19,28958
11/10/22,CN,China,WPRO,27796,9233530,79,29037
11/11/22,CN,China,WPRO,25157,9258687,75,29112
11/12/22,CN,China,WPRO,23346,9282033,72,29184
11/13/22,CN,China,WPRO,22533,9304566,66,29250
11/14/22,CN,China,WPRO,22192,9326758,70,29320
11/15/22,CN,China,WPRO,20002,9346760,50,29370
11/16/22,CN,China,WPRO,21861,9368621,56,29426
11/17/22,CN,China,WPRO,27172,9395793,77,29503
11/18/22,CN,China,WPRO,24683,9420476,89,29592
11/19/22,CN,China,WPRO,22194,9442670,65,29657
11/20/22,CN,China,WPRO,20709,9463379,69,29726
11/21/22,CN,China,WPRO,20582,9483961,58,29784
11/22/22,CN,China,WPRO,16085,9500046,54,29838
11/23/22,CN,China,WPRO,22959,9523005,51,29889
11/24/22,CN,China,WPRO,24259,9547264,12,29901
11/25/22,CN,China,WPRO,21534,9568798,109,30010
11/26/22,CN,China,WPRO,19808,9588606,72,30082
11/27/22,CN,China,WPRO,18978,9607584,39,30121
11/28/22,CN,China,WPRO,19122,9626706,45,30166
11/29/22,CN,China,WPRO,16306,9643012,26,30192
11/30/22,CN,China,WPRO,23662,9666674,13,30205
12/1/22,CN,China,WPRO,24429,9691103,115,30320
12/2/22,CN,China,WPRO,22407,9713510,68,30388
12/3/22,CN,China,WPRO,20548,9734058,40,30428
12/4/22,CN,China,WPRO,19667,9753725,52,30480
12/5/22,CN,China,WPRO,19900,9773625,45,30525
12/6/22,CN,China,WPRO,17829,9791454,42,30567
12/7/22,CN,China,WPRO,23433,9814887,38,30605
12/8/22,CN,China,WPRO,24659,9839546,48,30653
12/9/22,CN,China,WPRO,22583,9862129,64,30717
12/10/22,CN,China,WPRO,463471,10325600,167,30884
12/11/22,CN,China,WPRO,546023,10871623,169,31053
12/12/22,CN,China,WPRO,747894,11619517,191,31244
12/13/22,CN,China,WPRO,896102,12515619,194,31438
12/14/22,CN,China,WPRO,1030187,13545806,189,31627
12/15/22,CN,China,WPRO,1219935,14765741,210,31837
12/16/22,CN,China,WPRO,1789770,16555511,213,32050
12/17/22,CN,China,WPRO,2300469,18855980,227,32277
12/18/22,CN,China,WPRO,3114193,21970173,259,32536
12/19/22,CN,China,WPRO,4068849,26039022,295,32831
12/20/22,CN,China,WPRO,5102957,31141979,315,33146
12/21/22,CN,China,WPRO,5905312,37047291,360,33506
12/22/22,CN,China,WPRO,6434648,43481939,454,33960
12/23/22,CN,China,WPRO,6966046,50447985,628,34588
12/24/22,CN,China,WPRO,6327801,56775786,836,35424
12/25/22,CN,China,WPRO,5669864,62445650,894,36318
12/26/22,CN,China,WPRO,4768272,67213922,1308,37626
12/27/22,CN,China,WPRO,4462481,71676403,1369,38995
12/28/22,CN,China,WPRO,4356772,76033175,1394,40389
12/29/22,CN,China,WPRO,3533372,79566547,1416,41805
12/30/22,CN,China,WPRO,2929223,82495770,1845,43650
12/31/22,CN,China,WPRO,2429272,84925042,2238,45888
1/1/23,CN,China,WPRO,2165484,87090526,2850,48738
1/2/23,CN,China,WPRO,1606621,88697147,3806,52544
1/3/23,CN,China,WPRO,1282467,89979614,4344,56888
1/4/23,CN,China,WPRO,1364408,91344022,4189,61077
1/5/23,CN,China,WPRO,1250579,92594601,4432,65509
1/6/23,CN,China,WPRO,991889,93586490,4370,69879
1/7/23,CN,China,WPRO,863250,94449740,3566,73445
1/8/23,CN,China,WPRO,702548,95152288,3229,76674
1/9/23,CN,China,WPRO,527649,95679937,3618,80292
1/10/23,CN,China,WPRO,407701,96087638,3810,84102
1/11/23,CN,China,WPRO,406509,96494147,3482,87584
1/12/23,CN,China,WPRO,309798,96803945,3316,90900
1/13/23,CN,China,WPRO,277004,97080949,2596,93496
1/14/23,CN,China,WPRO,232501,97313450,2381,95877
1/15/23,CN,China,WPRO,200409,97513859,2011,97888
1/16/23,CN,China,WPRO,141511,97655370,2430,100318
1/17/23,CN,China,WPRO,115572,97770942,1819,102137
1/18/23,CN,China,WPRO,134604,97905546,1728,103865
1/19/23,CN,China,WPRO,107663,98013209,1523,105388
1/20/23,CN,China,WPRO,93248,98106457,1443,106831
1/21/23,CN,China,WPRO,85179,98191636,1332,108163
1/22/23,CN,China,WPRO,77406,98269042,1152,109315
1/23/23,CN,China,WPRO,44667,98313709,962,110277
1/24/23,CN,China,WPRO,26307,98340016,970,111247
1/25/23,CN,China,WPRO,15316,98355332,60,111307
1/26/23,CN,China,WPRO,19628,98374960,49,111356
1/27/23,CN,China,WPRO,16892,98391852,2303,113659
1/28/23,CN,China,WPRO,24803,98416655,37,113696
1/29/23,CN,China,WPRO,27929,98444584,53,113749
1/30/23,CN,China,WPRO,27805,98472389,42,113791
1/31/23,CN,China,WPRO,22650,98495039,35,113826
2/1/23,CN,China,WPRO,32621,98527660,47,113873
2/2/23,CN,China,WPRO,32221,98559881,53,113926
2/3/23,CN,China,WPRO,27534,98587415,3364,117290
2/4/23,CN,China,WPRO,25940,98613355,109,117399
2/5/23,CN,China,WPRO,24198,98637553,87,117486
2/6/23,CN,China,WPRO,23390,98660943,80,117566
2/7/23,CN,China,WPRO,16918,98677861,68,117634
2/8/23,CN,China,WPRO,23673,98701534,53,117687
2/9/23,CN,China,WPRO,24556,98726090,56,117743
2/10/23,CN,China,WPRO,21192,98747282,963,118706
2/11/23,CN,China,WPRO,19629,98766911,70,118776
2/12/23,CN,China,WPRO,22272,98789183,91,118867
2/13/23,CN,China,WPRO,9443,98798626,59,118926
2/14/23,CN,China,WPRO,17357,98815983,58,118984
2/15/23,CN,China,WPRO,20698,98836681,39,119023
2/16/23,CN,China,WPRO,20073,98856754,69,119092
2/17/23,CN,China,WPRO,16943,98873697,161,119253
2/18/23,CN,China,WPRO,0,98873697,0,119253
2/19/23,CN,China,WPRO,30778,98904475,7,119260
2/20/23,CN,China,WPRO,16018,98920493,203,119463
2/21/23,CN,China,WPRO,12181,98932674,47,119510
2/22/23,CN,China,WPRO,17383,98950057,46,119556
2/23/23,CN,China,WPRO,16609,98966666,64,119620
2/24/23,CN,China,WPRO,14527,98981193,44,119664
2/25/23,CN,China,WPRO,0,98981193,0,119664
2/26/23,CN,China,WPRO,952,98982145,0,119664
2/27/23,CN,China,WPRO,40146,99022291,157,119821
2/28/23,CN,China,WPRO,7837,99030128,44,119865
3/1/23,CN,China,WPRO,10216,99040344,46,119911
3/2/23,CN,China,WPRO,12316,99052660,30,119941
3/3/23,CN,China,WPRO,14178,99066838,35,119976
3/4/23,CN,China,WPRO,0,99066838,0,119976
3/5/23,CN,China,WPRO,25290,99092128,144,120120
3/6/23,CN,China,WPRO,10350,99102478,61,120181
3/7/23,CN,China,WPRO,7127,99109605,46,120227
3/8/23,CN,China,WPRO,11079,99120684,34,120261
3/9/23,CN,China,WPRO,11092,99131776,40,120301
3/10/23,CN,China,WPRO,9634,99141410,50,120351
3/11/23,CN,China,WPRO,0,99141410,0,120351
3/12/23,CN,China,WPRO,17793,99159203,102,120453
3/13/23,CN,China,WPRO,9123,99168326,57,120510
3/14/23,CN,China,WPRO,6597,99174923,38,120548
3/15/23,CN,China,WPRO,10136,99185059,28,120576
3/16/23,CN,China,WPRO,0,99185059,0,120576